painting_index,img_src,painting_title,season,episode,num_colors,youtube_src,colors,color_hex,yPos,gridX,gridY
38,https://www.twoinchbrush.com/images/painting267.png,Hidden Lake,3,12,10,https://www.youtube.com/embed/P_DaqkFbnac,Bright Red,#DB0000,4,18,19
38,https://www.twoinchbrush.com/images/painting267.png,Hidden Lake,3,12,10,https://www.youtube.com/embed/P_DaqkFbnac,Burnt Umber,#8A3324,4,18,19
38,https://www.twoinchbrush.com/images/painting267.png,Hidden Lake,3,12,10,https://www.youtube.com/embed/P_DaqkFbnac,Cadmium Yellow,#FFEC00,4,18,19
38,https://www.twoinchbrush.com/images/painting267.png,Hidden Lake,3,12,10,https://www.youtube.com/embed/P_DaqkFbnac,Phthalo Blue,#0C0040,4,18,19
38,https://www.twoinchbrush.com/images/painting267.png,Hidden Lake,3,12,10,https://www.youtube.com/embed/P_DaqkFbnac,Prussian Blue,#021E44,4,18,19
38,https://www.twoinchbrush.com/images/painting267.png,Hidden Lake,3,12,10,https://www.youtube.com/embed/P_DaqkFbnac,Sap Green,#0A3410,4,18,19
38,https://www.twoinchbrush.com/images/painting267.png,Hidden Lake,3,12,10,https://www.youtube.com/embed/P_DaqkFbnac,Titanium White,#FFFFFF,4,18,19
38,https://www.twoinchbrush.com/images/painting267.png,Hidden Lake,3,12,10,https://www.youtube.com/embed/P_DaqkFbnac,Van Dyke Brown,#221B15,4,18,19
38,https://www.twoinchbrush.com/images/painting267.png,Hidden Lake,3,12,10,https://www.youtube.com/embed/P_DaqkFbnac,Yellow Ochre,#C79B00,4,18,19
39,https://www.twoinchbrush.com/images/painting268.png,Peaceful Waters,3,13,9,https://www.youtube.com/embed/Z0vtjRLqXcQ,Alizarin Crimson,#4E1500,3,19,19
39,https://www.twoinchbrush.com/images/painting268.png,Peaceful Waters,3,13,9,https://www.youtube.com/embed/Z0vtjRLqXcQ,Cadmium Yellow,#FFEC00,3,19,19
39,https://www.twoinchbrush.com/images/painting268.png,Peaceful Waters,3,13,9,https://www.youtube.com/embed/Z0vtjRLqXcQ,Phthalo Blue,#0C0040,3,19,19
39,https://www.twoinchbrush.com/images/painting268.png,Peaceful Waters,3,13,9,https://www.youtube.com/embed/Z0vtjRLqXcQ,Phthalo Green,#102E3C,3,19,19
39,https://www.twoinchbrush.com/images/painting268.png,Peaceful Waters,3,13,9,https://www.youtube.com/embed/Z0vtjRLqXcQ,Prussian Blue,#021E44,3,19,19
39,https://www.twoinchbrush.com/images/painting268.png,Peaceful Waters,3,13,9,https://www.youtube.com/embed/Z0vtjRLqXcQ,Sap Green,#0A3410,3,19,19
39,https://www.twoinchbrush.com/images/painting268.png,Peaceful Waters,3,13,9,https://www.youtube.com/embed/Z0vtjRLqXcQ,Titanium White,#FFFFFF,3,19,19
39,https://www.twoinchbrush.com/images/painting268.png,Peaceful Waters,3,13,9,https://www.youtube.com/embed/Z0vtjRLqXcQ,Van Dyke Brown,#221B15,3,19,19
39,https://www.twoinchbrush.com/images/painting268.png,Peaceful Waters,3,13,9,https://www.youtube.com/embed/Z0vtjRLqXcQ,Yellow Ochre,#C79B00,3,19,19
40,https://www.twoinchbrush.com/images/painting243.png,Purple Splendor,4,1,4,https://www.youtube.com/embed/hP4GfMgsNVE,Alizarin Crimson,#4E1500,3,20,19
40,https://www.twoinchbrush.com/images/painting243.png,Purple Splendor,4,1,4,https://www.youtube.com/embed/hP4GfMgsNVE,Phthalo Blue,#0C0040,3,20,19
40,https://www.twoinchbrush.com/images/painting243.png,Purple Splendor,4,1,4,https://www.youtube.com/embed/hP4GfMgsNVE,Titanium White,#FFFFFF,3,20,19
40,https://www.twoinchbrush.com/images/painting243.png,Purple Splendor,4,1,4,https://www.youtube.com/embed/hP4GfMgsNVE,Van Dyke Brown,#221B15,3,20,19
41,https://www.twoinchbrush.com/images/painting244.png,Tranquil Valley,4,2,10,https://www.youtube.com/embed/PbchoOWWCZs,Alizarin Crimson,#4E1500,5,1,18
41,https://www.twoinchbrush.com/images/painting244.png,Tranquil Valley,4,2,10,https://www.youtube.com/embed/PbchoOWWCZs,Bright Red,#DB0000,5,1,18
41,https://www.twoinchbrush.com/images/painting244.png,Tranquil Valley,4,2,10,https://www.youtube.com/embed/PbchoOWWCZs,Burnt Umber,#8A3324,5,1,18
41,https://www.twoinchbrush.com/images/painting244.png,Tranquil Valley,4,2,10,https://www.youtube.com/embed/PbchoOWWCZs,Cadmium Yellow,#FFEC00,5,1,18
41,https://www.twoinchbrush.com/images/painting244.png,Tranquil Valley,4,2,10,https://www.youtube.com/embed/PbchoOWWCZs,Indian Yellow,#FFB800,5,1,18
41,https://www.twoinchbrush.com/images/painting244.png,Tranquil Valley,4,2,10,https://www.youtube.com/embed/PbchoOWWCZs,Phthalo Blue,#0C0040,5,1,18
41,https://www.twoinchbrush.com/images/painting244.png,Tranquil Valley,4,2,10,https://www.youtube.com/embed/PbchoOWWCZs,Sap Green,#0A3410,5,1,18
41,https://www.twoinchbrush.com/images/painting244.png,Tranquil Valley,4,2,10,https://www.youtube.com/embed/PbchoOWWCZs,Titanium White,#FFFFFF,5,1,18
41,https://www.twoinchbrush.com/images/painting244.png,Tranquil Valley,4,2,10,https://www.youtube.com/embed/PbchoOWWCZs,Van Dyke Brown,#221B15,5,1,18
41,https://www.twoinchbrush.com/images/painting244.png,Tranquil Valley,4,2,10,https://www.youtube.com/embed/PbchoOWWCZs,Yellow Ochre,#C79B00,5,1,18
42,https://www.twoinchbrush.com/images/painting245.png,Majestic Mountains,4,3,12,https://www.youtube.com/embed/NcVeRlPu_5w,Alizarin Crimson,#4E1500,13,2,18
42,https://www.twoinchbrush.com/images/painting245.png,Majestic Mountains,4,3,12,https://www.youtube.com/embed/NcVeRlPu_5w,Bright Red,#DB0000,13,2,18
42,https://www.twoinchbrush.com/images/painting245.png,Majestic Mountains,4,3,12,https://www.youtube.com/embed/NcVeRlPu_5w,Burnt Umber,#8A3324,13,2,18
42,https://www.twoinchbrush.com/images/painting245.png,Majestic Mountains,4,3,12,https://www.youtube.com/embed/NcVeRlPu_5w,Cadmium Yellow,#FFEC00,13,2,18
42,https://www.twoinchbrush.com/images/painting245.png,Majestic Mountains,4,3,12,https://www.youtube.com/embed/NcVeRlPu_5w,Indian Yellow,#FFB800,13,2,18
42,https://www.twoinchbrush.com/images/painting245.png,Majestic Mountains,4,3,12,https://www.youtube.com/embed/NcVeRlPu_5w,Phthalo Blue,#0C0040,13,2,18
42,https://www.twoinchbrush.com/images/painting245.png,Majestic Mountains,4,3,12,https://www.youtube.com/embed/NcVeRlPu_5w,Phthalo Green,#102E3C,13,2,18
42,https://www.twoinchbrush.com/images/painting245.png,Majestic Mountains,4,3,12,https://www.youtube.com/embed/NcVeRlPu_5w,Prussian Blue,#021E44,13,2,18
42,https://www.twoinchbrush.com/images/painting245.png,Majestic Mountains,4,3,12,https://www.youtube.com/embed/NcVeRlPu_5w,Sap Green,#0A3410,13,2,18
42,https://www.twoinchbrush.com/images/painting245.png,Majestic Mountains,4,3,12,https://www.youtube.com/embed/NcVeRlPu_5w,Titanium White,#FFFFFF,13,2,18
42,https://www.twoinchbrush.com/images/painting245.png,Majestic Mountains,4,3,12,https://www.youtube.com/embed/NcVeRlPu_5w,Van Dyke Brown,#221B15,13,2,18
42,https://www.twoinchbrush.com/images/painting245.png,Majestic Mountains,4,3,12,https://www.youtube.com/embed/NcVeRlPu_5w,Yellow Ochre,#C79B00,13,2,18
43,https://www.twoinchbrush.com/images/painting246.png,Winter Sawscape,4,4,7,https://www.youtube.com/embed/lmKAwKrONmE,Black Gesso,#000000,3,3,18
43,https://www.twoinchbrush.com/images/painting246.png,Winter Sawscape,4,4,7,https://www.youtube.com/embed/lmKAwKrONmE,Bright Red,#DB0000,3,3,18
43,https://www.twoinchbrush.com/images/painting246.png,Winter Sawscape,4,4,7,https://www.youtube.com/embed/lmKAwKrONmE,Burnt Umber,#8A3324,3,3,18
43,https://www.twoinchbrush.com/images/painting246.png,Winter Sawscape,4,4,7,https://www.youtube.com/embed/lmKAwKrONmE,Cadmium Yellow,#FFEC00,3,3,18
43,https://www.twoinchbrush.com/images/painting246.png,Winter Sawscape,4,4,7,https://www.youtube.com/embed/lmKAwKrONmE,Midnight Black,#000000,3,3,18
43,https://www.twoinchbrush.com/images/painting246.png,Winter Sawscape,4,4,7,https://www.youtube.com/embed/lmKAwKrONmE,Prussian Blue,#021E44,3,3,18
43,https://www.twoinchbrush.com/images/painting246.png,Winter Sawscape,4,4,7,https://www.youtube.com/embed/lmKAwKrONmE,Titanium White,#FFFFFF,3,3,18
44,https://www.twoinchbrush.com/images/painting247.png,Evening Seascape,4,5,10,https://www.youtube.com/embed/y5k4GXw_-yI,Alizarin Crimson,#4E1500,6,4,18
44,https://www.twoinchbrush.com/images/painting247.png,Evening Seascape,4,5,10,https://www.youtube.com/embed/y5k4GXw_-yI,Black Gesso,#000000,6,4,18
44,https://www.twoinchbrush.com/images/painting247.png,Evening Seascape,4,5,10,https://www.youtube.com/embed/y5k4GXw_-yI,Bright Red,#DB0000,6,4,18
44,https://www.twoinchbrush.com/images/painting247.png,Evening Seascape,4,5,10,https://www.youtube.com/embed/y5k4GXw_-yI,Burnt Umber,#8A3324,6,4,18
44,https://www.twoinchbrush.com/images/painting247.png,Evening Seascape,4,5,10,https://www.youtube.com/embed/y5k4GXw_-yI,Cadmium Yellow,#FFEC00,6,4,18
44,https://www.twoinchbrush.com/images/painting247.png,Evening Seascape,4,5,10,https://www.youtube.com/embed/y5k4GXw_-yI,Phthalo Blue,#0C0040,6,4,18
44,https://www.twoinchbrush.com/images/painting247.png,Evening Seascape,4,5,10,https://www.youtube.com/embed/y5k4GXw_-yI,Phthalo Green,#102E3C,6,4,18
44,https://www.twoinchbrush.com/images/painting247.png,Evening Seascape,4,5,10,https://www.youtube.com/embed/y5k4GXw_-yI,Prussian Blue,#021E44,6,4,18
44,https://www.twoinchbrush.com/images/painting247.png,Evening Seascape,4,5,10,https://www.youtube.com/embed/y5k4GXw_-yI,Titanium White,#FFFFFF,6,4,18
44,https://www.twoinchbrush.com/images/painting247.png,Evening Seascape,4,5,10,https://www.youtube.com/embed/y5k4GXw_-yI,Van Dyke Brown,#221B15,6,4,18
45,https://www.twoinchbrush.com/images/painting248.png,Warm Summer Day,4,6,11,https://www.youtube.com/embed/GBN9AIw3Ao4,Alizarin Crimson,#4E1500,4,5,18
45,https://www.twoinchbrush.com/images/painting248.png,Warm Summer Day,4,6,11,https://www.youtube.com/embed/GBN9AIw3Ao4,Bright Red,#DB0000,4,5,18
45,https://www.twoinchbrush.com/images/painting248.png,Warm Summer Day,4,6,11,https://www.youtube.com/embed/GBN9AIw3Ao4,Burnt Umber,#8A3324,4,5,18
45,https://www.twoinchbrush.com/images/painting248.png,Warm Summer Day,4,6,11,https://www.youtube.com/embed/GBN9AIw3Ao4,Cadmium Yellow,#FFEC00,4,5,18
45,https://www.twoinchbrush.com/images/painting248.png,Warm Summer Day,4,6,11,https://www.youtube.com/embed/GBN9AIw3Ao4,Indian Yellow,#FFB800,4,5,18
45,https://www.twoinchbrush.com/images/painting248.png,Warm Summer Day,4,6,11,https://www.youtube.com/embed/GBN9AIw3Ao4,Phthalo Blue,#0C0040,4,5,18
45,https://www.twoinchbrush.com/images/painting248.png,Warm Summer Day,4,6,11,https://www.youtube.com/embed/GBN9AIw3Ao4,Prussian Blue,#021E44,4,5,18
45,https://www.twoinchbrush.com/images/painting248.png,Warm Summer Day,4,6,11,https://www.youtube.com/embed/GBN9AIw3Ao4,Sap Green,#0A3410,4,5,18
45,https://www.twoinchbrush.com/images/painting248.png,Warm Summer Day,4,6,11,https://www.youtube.com/embed/GBN9AIw3Ao4,Titanium White,#FFFFFF,4,5,18
45,https://www.twoinchbrush.com/images/painting248.png,Warm Summer Day,4,6,11,https://www.youtube.com/embed/GBN9AIw3Ao4,Van Dyke Brown,#221B15,4,5,18
45,https://www.twoinchbrush.com/images/painting248.png,Warm Summer Day,4,6,11,https://www.youtube.com/embed/GBN9AIw3Ao4,Yellow Ochre,#C79B00,4,5,18
46,https://www.twoinchbrush.com/images/painting249.png,Cabin in the Woods,4,7,11,https://www.youtube.com/embed/81QKellPA70,Alizarin Crimson,#4E1500,5,6,18
46,https://www.twoinchbrush.com/images/painting249.png,Cabin in the Woods,4,7,11,https://www.youtube.com/embed/81QKellPA70,Bright Red,#DB0000,5,6,18
46,https://www.twoinchbrush.com/images/painting249.png,Cabin in the Woods,4,7,11,https://www.youtube.com/embed/81QKellPA70,Burnt Umber,#8A3324,5,6,18
46,https://www.twoinchbrush.com/images/painting249.png,Cabin in the Woods,4,7,11,https://www.youtube.com/embed/81QKellPA70,Cadmium Yellow,#FFEC00,5,6,18
46,https://www.twoinchbrush.com/images/painting249.png,Cabin in the Woods,4,7,11,https://www.youtube.com/embed/81QKellPA70,Indian Yellow,#FFB800,5,6,18
46,https://www.twoinchbrush.com/images/painting249.png,Cabin in the Woods,4,7,11,https://www.youtube.com/embed/81QKellPA70,Phthalo Blue,#0C0040,5,6,18
46,https://www.twoinchbrush.com/images/painting249.png,Cabin in the Woods,4,7,11,https://www.youtube.com/embed/81QKellPA70,Phthalo Green,#102E3C,5,6,18
46,https://www.twoinchbrush.com/images/painting249.png,Cabin in the Woods,4,7,11,https://www.youtube.com/embed/81QKellPA70,Sap Green,#0A3410,5,6,18
46,https://www.twoinchbrush.com/images/painting249.png,Cabin in the Woods,4,7,11,https://www.youtube.com/embed/81QKellPA70,Titanium White,#FFFFFF,5,6,18
46,https://www.twoinchbrush.com/images/painting249.png,Cabin in the Woods,4,7,11,https://www.youtube.com/embed/81QKellPA70,Van Dyke Brown,#221B15,5,6,18
46,https://www.twoinchbrush.com/images/painting249.png,Cabin in the Woods,4,7,11,https://www.youtube.com/embed/81QKellPA70,Yellow Ochre,#C79B00,5,6,18
47,https://www.twoinchbrush.com/images/painting250.png,Wetlands,4,8,10,https://www.youtube.com/embed/2FpVyGanPwM,Alizarin Crimson,#4E1500,7,7,18
47,https://www.twoinchbrush.com/images/painting250.png,Wetlands,4,8,10,https://www.youtube.com/embed/2FpVyGanPwM,Bright Red,#DB0000,7,7,18
47,https://www.twoinchbrush.com/images/painting250.png,Wetlands,4,8,10,https://www.youtube.com/embed/2FpVyGanPwM,Burnt Umber,#8A3324,7,7,18
47,https://www.twoinchbrush.com/images/painting250.png,Wetlands,4,8,10,https://www.youtube.com/embed/2FpVyGanPwM,Cadmium Yellow,#FFEC00,7,7,18
47,https://www.twoinchbrush.com/images/painting250.png,Wetlands,4,8,10,https://www.youtube.com/embed/2FpVyGanPwM,Indian Yellow,#FFB800,7,7,18
47,https://www.twoinchbrush.com/images/painting250.png,Wetlands,4,8,10,https://www.youtube.com/embed/2FpVyGanPwM,Prussian Blue,#021E44,7,7,18
47,https://www.twoinchbrush.com/images/painting250.png,Wetlands,4,8,10,https://www.youtube.com/embed/2FpVyGanPwM,Sap Green,#0A3410,7,7,18
47,https://www.twoinchbrush.com/images/painting250.png,Wetlands,4,8,10,https://www.youtube.com/embed/2FpVyGanPwM,Titanium White,#FFFFFF,7,7,18
47,https://www.twoinchbrush.com/images/painting250.png,Wetlands,4,8,10,https://www.youtube.com/embed/2FpVyGanPwM,Van Dyke Brown,#221B15,7,7,18
47,https://www.twoinchbrush.com/images/painting250.png,Wetlands,4,8,10,https://www.youtube.com/embed/2FpVyGanPwM,Yellow Ochre,#C79B00,7,7,18
48,https://www.twoinchbrush.com/images/painting251.png,Cool Waters,4,9,12,https://www.youtube.com/embed/tJRvBcqQd5A,Alizarin Crimson,#4E1500,14,8,18
48,https://www.twoinchbrush.com/images/painting251.png,Cool Waters,4,9,12,https://www.youtube.com/embed/tJRvBcqQd5A,Bright Red,#DB0000,14,8,18
48,https://www.twoinchbrush.com/images/painting251.png,Cool Waters,4,9,12,https://www.youtube.com/embed/tJRvBcqQd5A,Burnt Umber,#8A3324,14,8,18
48,https://www.twoinchbrush.com/images/painting251.png,Cool Waters,4,9,12,https://www.youtube.com/embed/tJRvBcqQd5A,Cadmium Yellow,#FFEC00,14,8,18
48,https://www.twoinchbrush.com/images/painting251.png,Cool Waters,4,9,12,https://www.youtube.com/embed/tJRvBcqQd5A,Indian Yellow,#FFB800,14,8,18
48,https://www.twoinchbrush.com/images/painting251.png,Cool Waters,4,9,12,https://www.youtube.com/embed/tJRvBcqQd5A,Phthalo Blue,#0C0040,14,8,18
48,https://www.twoinchbrush.com/images/painting251.png,Cool Waters,4,9,12,https://www.youtube.com/embed/tJRvBcqQd5A,Phthalo Green,#102E3C,14,8,18
48,https://www.twoinchbrush.com/images/painting251.png,Cool Waters,4,9,12,https://www.youtube.com/embed/tJRvBcqQd5A,Prussian Blue,#021E44,14,8,18
48,https://www.twoinchbrush.com/images/painting251.png,Cool Waters,4,9,12,https://www.youtube.com/embed/tJRvBcqQd5A,Sap Green,#0A3410,14,8,18
48,https://www.twoinchbrush.com/images/painting251.png,Cool Waters,4,9,12,https://www.youtube.com/embed/tJRvBcqQd5A,Titanium White,#FFFFFF,14,8,18
48,https://www.twoinchbrush.com/images/painting251.png,Cool Waters,4,9,12,https://www.youtube.com/embed/tJRvBcqQd5A,Van Dyke Brown,#221B15,14,8,18
48,https://www.twoinchbrush.com/images/painting251.png,Cool Waters,4,9,12,https://www.youtube.com/embed/tJRvBcqQd5A,Yellow Ochre,#C79B00,14,8,18
49,https://www.twoinchbrush.com/images/painting252.png,Quiet Woods,4,10,11,https://www.youtube.com/embed/wIZX57I4aDs,Alizarin Crimson,#4E1500,6,9,18
49,https://www.twoinchbrush.com/images/painting252.png,Quiet Woods,4,10,11,https://www.youtube.com/embed/wIZX57I4aDs,Bright Red,#DB0000,6,9,18
49,https://www.twoinchbrush.com/images/painting252.png,Quiet Woods,4,10,11,https://www.youtube.com/embed/wIZX57I4aDs,Burnt Umber,#8A3324,6,9,18
49,https://www.twoinchbrush.com/images/painting252.png,Quiet Woods,4,10,11,https://www.youtube.com/embed/wIZX57I4aDs,Cadmium Yellow,#FFEC00,6,9,18
49,https://www.twoinchbrush.com/images/painting252.png,Quiet Woods,4,10,11,https://www.youtube.com/embed/wIZX57I4aDs,Indian Yellow,#FFB800,6,9,18
49,https://www.twoinchbrush.com/images/painting252.png,Quiet Woods,4,10,11,https://www.youtube.com/embed/wIZX57I4aDs,Phthalo Blue,#0C0040,6,9,18
49,https://www.twoinchbrush.com/images/painting252.png,Quiet Woods,4,10,11,https://www.youtube.com/embed/wIZX57I4aDs,Phthalo Green,#102E3C,6,9,18
49,https://www.twoinchbrush.com/images/painting252.png,Quiet Woods,4,10,11,https://www.youtube.com/embed/wIZX57I4aDs,Sap Green,#0A3410,6,9,18
49,https://www.twoinchbrush.com/images/painting252.png,Quiet Woods,4,10,11,https://www.youtube.com/embed/wIZX57I4aDs,Titanium White,#FFFFFF,6,9,18
49,https://www.twoinchbrush.com/images/painting252.png,Quiet Woods,4,10,11,https://www.youtube.com/embed/wIZX57I4aDs,Van Dyke Brown,#221B15,6,9,18
49,https://www.twoinchbrush.com/images/painting252.png,Quiet Woods,4,10,11,https://www.youtube.com/embed/wIZX57I4aDs,Yellow Ochre,#C79B00,6,9,18
50,https://www.twoinchbrush.com/images/painting253.png,Northwest Majesty,4,11,10,https://www.youtube.com/embed/9DU6bunvD_g,Alizarin Crimson,#4E1500,8,10,18
50,https://www.twoinchbrush.com/images/painting253.png,Northwest Majesty,4,11,10,https://www.youtube.com/embed/9DU6bunvD_g,Bright Red,#DB0000,8,10,18
50,https://www.twoinchbrush.com/images/painting253.png,Northwest Majesty,4,11,10,https://www.youtube.com/embed/9DU6bunvD_g,Burnt Umber,#8A3324,8,10,18
50,https://www.twoinchbrush.com/images/painting253.png,Northwest Majesty,4,11,10,https://www.youtube.com/embed/9DU6bunvD_g,Cadmium Yellow,#FFEC00,8,10,18
50,https://www.twoinchbrush.com/images/painting253.png,Northwest Majesty,4,11,10,https://www.youtube.com/embed/9DU6bunvD_g,Indian Yellow,#FFB800,8,10,18
50,https://www.twoinchbrush.com/images/painting253.png,Northwest Majesty,4,11,10,https://www.youtube.com/embed/9DU6bunvD_g,Liquid Black,#000000,8,10,18
50,https://www.twoinchbrush.com/images/painting253.png,Northwest Majesty,4,11,10,https://www.youtube.com/embed/9DU6bunvD_g,Prussian Blue,#021E44,8,10,18
50,https://www.twoinchbrush.com/images/painting253.png,Northwest Majesty,4,11,10,https://www.youtube.com/embed/9DU6bunvD_g,Sap Green,#0A3410,8,10,18
50,https://www.twoinchbrush.com/images/painting253.png,Northwest Majesty,4,11,10,https://www.youtube.com/embed/9DU6bunvD_g,Titanium White,#FFFFFF,8,10,18
50,https://www.twoinchbrush.com/images/painting253.png,Northwest Majesty,4,11,10,https://www.youtube.com/embed/9DU6bunvD_g,Van Dyke Brown,#221B15,8,10,18
51,https://www.twoinchbrush.com/images/painting254.png,Autumn Days,4,12,12,https://www.youtube.com/embed/VAdMkf-AAPM,Alizarin Crimson,#4E1500,15,11,18
51,https://www.twoinchbrush.com/images/painting254.png,Autumn Days,4,12,12,https://www.youtube.com/embed/VAdMkf-AAPM,Bright Red,#DB0000,15,11,18
51,https://www.twoinchbrush.com/images/painting254.png,Autumn Days,4,12,12,https://www.youtube.com/embed/VAdMkf-AAPM,Burnt Umber,#8A3324,15,11,18
51,https://www.twoinchbrush.com/images/painting254.png,Autumn Days,4,12,12,https://www.youtube.com/embed/VAdMkf-AAPM,Cadmium Yellow,#FFEC00,15,11,18
51,https://www.twoinchbrush.com/images/painting254.png,Autumn Days,4,12,12,https://www.youtube.com/embed/VAdMkf-AAPM,Indian Yellow,#FFB800,15,11,18
51,https://www.twoinchbrush.com/images/painting254.png,Autumn Days,4,12,12,https://www.youtube.com/embed/VAdMkf-AAPM,Phthalo Blue,#0C0040,15,11,18
51,https://www.twoinchbrush.com/images/painting254.png,Autumn Days,4,12,12,https://www.youtube.com/embed/VAdMkf-AAPM,Phthalo Green,#102E3C,15,11,18
51,https://www.twoinchbrush.com/images/painting254.png,Autumn Days,4,12,12,https://www.youtube.com/embed/VAdMkf-AAPM,Prussian Blue,#021E44,15,11,18
51,https://www.twoinchbrush.com/images/painting254.png,Autumn Days,4,12,12,https://www.youtube.com/embed/VAdMkf-AAPM,Sap Green,#0A3410,15,11,18
51,https://www.twoinchbrush.com/images/painting254.png,Autumn Days,4,12,12,https://www.youtube.com/embed/VAdMkf-AAPM,Titanium White,#FFFFFF,15,11,18
51,https://www.twoinchbrush.com/images/painting254.png,Autumn Days,4,12,12,https://www.youtube.com/embed/VAdMkf-AAPM,Van Dyke Brown,#221B15,15,11,18
51,https://www.twoinchbrush.com/images/painting254.png,Autumn Days,4,12,12,https://www.youtube.com/embed/VAdMkf-AAPM,Yellow Ochre,#C79B00,15,11,18
52,https://www.twoinchbrush.com/images/painting255.png,Mountain Challenge,4,13,10,https://www.youtube.com/embed/o2cjLA_wgIk,Alizarin Crimson,#4E1500,9,12,18
52,https://www.twoinchbrush.com/images/painting255.png,Mountain Challenge,4,13,10,https://www.youtube.com/embed/o2cjLA_wgIk,Cadmium Yellow,#FFEC00,9,12,18
52,https://www.twoinchbrush.com/images/painting255.png,Mountain Challenge,4,13,10,https://www.youtube.com/embed/o2cjLA_wgIk,Indian Yellow,#FFB800,9,12,18
52,https://www.twoinchbrush.com/images/painting255.png,Mountain Challenge,4,13,10,https://www.youtube.com/embed/o2cjLA_wgIk,Phthalo Blue,#0C0040,9,12,18
52,https://www.twoinchbrush.com/images/painting255.png,Mountain Challenge,4,13,10,https://www.youtube.com/embed/o2cjLA_wgIk,Phthalo Green,#102E3C,9,12,18
52,https://www.twoinchbrush.com/images/painting255.png,Mountain Challenge,4,13,10,https://www.youtube.com/embed/o2cjLA_wgIk,Prussian Blue,#021E44,9,12,18
52,https://www.twoinchbrush.com/images/painting255.png,Mountain Challenge,4,13,10,https://www.youtube.com/embed/o2cjLA_wgIk,Sap Green,#0A3410,9,12,18
52,https://www.twoinchbrush.com/images/painting255.png,Mountain Challenge,4,13,10,https://www.youtube.com/embed/o2cjLA_wgIk,Titanium White,#FFFFFF,9,12,18
52,https://www.twoinchbrush.com/images/painting255.png,Mountain Challenge,4,13,10,https://www.youtube.com/embed/o2cjLA_wgIk,Van Dyke Brown,#221B15,9,12,18
52,https://www.twoinchbrush.com/images/painting255.png,Mountain Challenge,4,13,10,https://www.youtube.com/embed/o2cjLA_wgIk,Yellow Ochre,#C79B00,9,12,18
53,https://www.twoinchbrush.com/images/painting230.png,Mountain Waterfall,5,1,11,https://www.youtube.com/embed/DqhzxdkdQS0,Alizarin Crimson,#4E1500,7,13,18
53,https://www.twoinchbrush.com/images/painting230.png,Mountain Waterfall,5,1,11,https://www.youtube.com/embed/DqhzxdkdQS0,Bright Red,#DB0000,7,13,18
53,https://www.twoinchbrush.com/images/painting230.png,Mountain Waterfall,5,1,11,https://www.youtube.com/embed/DqhzxdkdQS0,Burnt Umber,#8A3324,7,13,18
53,https://www.twoinchbrush.com/images/painting230.png,Mountain Waterfall,5,1,11,https://www.youtube.com/embed/DqhzxdkdQS0,Cadmium Yellow,#FFEC00,7,13,18
53,https://www.twoinchbrush.com/images/painting230.png,Mountain Waterfall,5,1,11,https://www.youtube.com/embed/DqhzxdkdQS0,Indian Yellow,#FFB800,7,13,18
53,https://www.twoinchbrush.com/images/painting230.png,Mountain Waterfall,5,1,11,https://www.youtube.com/embed/DqhzxdkdQS0,Phthalo Blue,#0C0040,7,13,18
53,https://www.twoinchbrush.com/images/painting230.png,Mountain Waterfall,5,1,11,https://www.youtube.com/embed/DqhzxdkdQS0,Phthalo Green,#102E3C,7,13,18
53,https://www.twoinchbrush.com/images/painting230.png,Mountain Waterfall,5,1,11,https://www.youtube.com/embed/DqhzxdkdQS0,Sap Green,#0A3410,7,13,18
53,https://www.twoinchbrush.com/images/painting230.png,Mountain Waterfall,5,1,11,https://www.youtube.com/embed/DqhzxdkdQS0,Titanium White,#FFFFFF,7,13,18
53,https://www.twoinchbrush.com/images/painting230.png,Mountain Waterfall,5,1,11,https://www.youtube.com/embed/DqhzxdkdQS0,Van Dyke Brown,#221B15,7,13,18
53,https://www.twoinchbrush.com/images/painting230.png,Mountain Waterfall,5,1,11,https://www.youtube.com/embed/DqhzxdkdQS0,Yellow Ochre,#C79B00,7,13,18
54,https://www.twoinchbrush.com/images/painting231.png,Twilight Meadow,5,2,12,https://www.youtube.com/embed/6evqNlOO7Bw,Alizarin Crimson,#4E1500,16,14,18
54,https://www.twoinchbrush.com/images/painting231.png,Twilight Meadow,5,2,12,https://www.youtube.com/embed/6evqNlOO7Bw,Black Gesso,#000000,16,14,18
54,https://www.twoinchbrush.com/images/painting231.png,Twilight Meadow,5,2,12,https://www.youtube.com/embed/6evqNlOO7Bw,Bright Red,#DB0000,16,14,18
54,https://www.twoinchbrush.com/images/painting231.png,Twilight Meadow,5,2,12,https://www.youtube.com/embed/6evqNlOO7Bw,Burnt Umber,#8A3324,16,14,18
54,https://www.twoinchbrush.com/images/painting231.png,Twilight Meadow,5,2,12,https://www.youtube.com/embed/6evqNlOO7Bw,Cadmium Yellow,#FFEC00,16,14,18
54,https://www.twoinchbrush.com/images/painting231.png,Twilight Meadow,5,2,12,https://www.youtube.com/embed/6evqNlOO7Bw,Indian Yellow,#FFB800,16,14,18
54,https://www.twoinchbrush.com/images/painting231.png,Twilight Meadow,5,2,12,https://www.youtube.com/embed/6evqNlOO7Bw,Phthalo Blue,#0C0040,16,14,18
54,https://www.twoinchbrush.com/images/painting231.png,Twilight Meadow,5,2,12,https://www.youtube.com/embed/6evqNlOO7Bw,Phthalo Green,#102E3C,16,14,18
